9.073333333332129769e-01,4.534817658768711013e+00
1.885333333333440553e+00,4.725770742572533933e+00
4.692666666666599262e+00,4.111670321459469868e+00
5.076000000000005841e+00,3.476074209188321440e+00
4.258666666666630185e+00,3.743185123128356828e+00
5.060666666666614688e+00,3.536548542880461721e+00
4.965999999999962888e+00,3.464224491685023111e+00
5.320000000000232987e+00,3.526408742135421104e+00
6.678666666666591922e+00,3.472667258268828050e+00
2.865999999999940151e+00,3.913181675894533917e+00
8.733333333333152815e-02,4.374070772121543271e+00
-6.906666666666920751e-01,5.037177207057412787e+00
-7.186666666666303716e-01,5.209398403443365133e+00
-7.506666666666339527e-01,5.095876810944538704e+00
-5.738666666666793148e+00,6.013296914719563624e+00
-9.064666666666600037e+00,7.126829954645804044e+00
-5.376000000000136225e+00,6.697323790331076054e+00
-4.110666666666781488e+00,6.677687843076020258e+00
-7.206666666666739829e+00,6.198160462416971939e+00
1.499333333333298768e+00,4.866767086806268239e+00
-2.560000000000453579e-01,5.207806080624320266e+00
-1.477333333333322285e+00,6.980298845597372459e-01
-4.947999999999938225e+00,5.016764559944041357e-01
-7.917333333333348655e+00,2.472931457844906034e-01
7.126666666665283367e-01,6.142546206190148794e+00
3.451333333333282294e+00,5.662081688452952122e+00
4.234666666666835333e+00,4.508712736579809643e+00
2.672666666666679625e+00,5.354766159658304048e+00
1.937333333333255414e+00,4.357690605654314098e+00
4.075333333333404084e+00,5.131385723033791812e+00
-1.847333333333285976e+00,5.632311083477745228e+00
-3.220666666666524236e+00,5.700841425545649876e+00
-5.733333333341876503e-02,5.665459394136942883e+00
-3.996666666666677692e+00,6.855667695146874685e+00
-5.670666666666910771e+00,6.717787030107166046e+00
-5.845333333333389447e+00,6.462558290096557911e+00
-3.324666666666735715e+00,6.517541106871140855e+00
-5.677999999999998160e+00,6.523835368801258028e+00
-7.427333333333369758e+00,7.725852638969198161e+00
-6.564000000000167923e+00,6.923624904552792891e+00
-7.266666666666671048e+00,6.534557191733850523e+00
-9.434666666666618795e+00,7.527347987068097268e+00
1.349333333333384122e+00,5.954483680621510011e+00
1.795999999999998264e+00,5.099447859143414696e+00
1.088666666666743055e+00,5.399410190680798749e+00
2.915333333333238741e+00,4.699844929755253808e+00
-8.860000000000727294e-01,5.409262161162064153e+00
-2.868666666666574550e+00,5.945644635765511055e+00
-2.642000000000066962e+00,5.695043541325105707e+00
2.606666666666684895e-01,5.806205694264401806e+00
6.199999999996545774e-02,5.729589420391500099e+00
-1.675333333333367758e+00,5.639726294443853760e+00
-1.915333333333418819e+00,5.798468027470464747e+00
-6.646666666666921630e-01,6.001811837676132022e+00
1.794666666666622890e+00,5.354089859317684663e+00
1.484666666666648593e+00,5.098905789197135441e+00
7.959999999998326192e-01,3.945047337062013160e+00
3.102666666666288542e+00,3.794826649282261322e+00
5.318666666666339360e+00,3.515403389407838031e+00
4.755999999999661831e+00,4.080920950622390464e+00
-1.037333333333342544e+00,5.369161800874080015e+00
-2.963333333333375119e+00,5.730735302567802947e+00
-3.755333333333058299e+00,5.773250145050155879e+00
-4.895333333333385717e+00,5.716620791003376389e+00
-1.182666666666783106e+00,6.424562821641737642e+00
-3.393333333333420576e+00,5.487105715350296009e+00
-7.570000000000028706e+00,5.704152536164253107e+00
-6.500666666666640836e+00,6.269011867335033017e+00
-2.672000000000047226e+00,5.531999405145597848e+00
-3.353333333335006827e-01,6.038288790977813569e+00
-4.800000000008548817e-02,6.040711066100165283e+00
3.033333333331114656e-01,5.595054450497483067e+00
-6.193333333334225532e-01,5.601825898919275737e+00
5.813333333332587616e-01,4.980066543766914933e+00
1.462666666666342818e+00,3.805054751527175760e+00
9.072666666666604485e+00,2.912228670149548115e+00
7.875999999999796941e+00,2.852114205092365573e+00
8.483999999999740638e+00,2.239200527588116163e+00
1.139533333333278264e+01,1.626511238547375671e+00
1.308866666666642153e+01,8.096203402773752833e-01
1.277666666666643813e+01,5.807837114671443590e-01
1.266466666666661567e+01,1.139790115559070172e+00
1.499999999999947065e+01,9.826799846387729298e-01
9.225333333333248120e+00,2.228197045474580307e+00
1.154666666666642172e+01,2.492955841155058749e+00
1.212533333333314189e+01,1.823113875917484084e+00
1.045066666666648203e+01,2.414479918370122213e+00
1.151799999999987811e+01,2.266350855315552248e+00
1.110199999999980669e+01,2.041469728604030642e+00
1.329599999999959437e+01,1.520669259310211796e+00
1.730733333333314050e+01,4.010154173539106637e-01
1.173933333333325280e+01,9.804459364818512990e-01
1.550266666666629156e+01,3.067157754796411839e-01
2.008599999999972141e+01,2.308088737994381801e-01
1.788599999999946277e+01,4.247591258761360677e-01
1.704866666666662312e+01,2.754731574188454823e-01
1.408466666666637934e+01,2.488452711032849152e-01
1.296333333333303095e+01,2.410111585191657413e-01
9.702666666666656781e+00,3.385013858396945241e-01
9.769333333333177549e+00,3.609290251800899574e-01
1.067066666666648622e+01,1.405014434687174685e+00
1.561199999999971944e+01,1.010155723715081333e+00
1.602533333333301613e+01,9.885238281987980269e-01
1.422266666666652135e+01,1.191209679738886917e+00
1.653599999999974202e+01,4.453662462135696276e-01
1.768799999999946948e+01,4.033884395796263900e-01
1.502733333333315713e+01,3.081848130734414215e-01
1.777999999999973824e+01,3.100648195896582027e-01
1.787266666666630144e+01,4.700909053491414968e-01
2.076866666666631289e+01,3.103633443015724191e-01
2.425733333333291242e+01,2.785054088960180474e-01
2.055999999999951910e+01,3.429556601988551501e-01
1.933333333333312964e+01,2.214940308855915529e-01
1.661866666666658787e+01,3.205856424173646468e-01
1.456466666666624121e+01,2.484641413192107962e-01
1.879133333333304279e+01,3.676909581212825517e-01
1.909799999999956910e+01,3.384580022607025507e-01
1.654933333333323375e+01,3.129870163488689405e-01
1.736933333333298535e+01,4.301728089794721877e-01
2.001333333333283804e+01,9.785000000000000000e+03
1.779733333333300038e+01,5.610173826010921294e-01
2.133733333333302795e+01,3.947850769320737641e-01
2.570466666666631639e+01,3.084006508840332339e-01
2.038933333333324072e+01,3.017967069176421546e-01
1.932999999999976382e+01,2.631395218491959787e-01
2.270133333333284753e+01,3.022442372392689092e-01
2.210266666666669977e+01,2.245476780216321688e-01
2.275733333333304387e+01,3.577489568524612196e-01
2.444999999999975415e+01,2.072017385520879829e-01
2.552399999999959590e+01,4.083276646863325254e-01
1.743799999999975014e+01,3.208013218773686503e-01
1.765399999999993952e+01,3.060974333983892959e-01
1.507666666666645838e+01,3.631457197256253155e-01
1.758533333333327420e+01,2.990025891415498682e-01
1.937799999999971234e+01,2.164775235507775675e-01
1.786866666666654879e+01,1.308888465880954644e-01
1.576866666666648698e+01,1.479237815582138127e-01
1.646599999999982700e+01,1.668410339882086535e-01
1.637133333333320095e+01,4.356100319063059834e-01
1.600200000000002731e+01,4.114618087451290540e-01
1.651266666666669991e+01,5.306935822758120924e-01
1.707933333333299686e+01,5.245175527278206351e-01
1.651933333333314380e+01,4.963921138644181719e-01
1.718800000000000949e+01,5.119952059323168436e-01
